UID,ID,Tipster,Date,Track,Horse,Bet Type,Odds,Result,TipsterActive
35913,393,Tipster D1,03/02/2015,Kempton,Alpha Spirit,Each Way,17,Lose,TRUE
35914,394,Tipster D1,03/02/2015,Kempton,New Leyf,Each Way,13,Win,TRUE
35915,395,Tipster D1,08/02/2015,Leopardstown,Nichols Canyon,Win,6.5,Win,TRUE
35916,396,Tipster D1,08/02/2015,SouthWell,Lady Ibrox,Win,9,Lose,TRUE
35917,397,Tipster D1,08/02/2015,Leopardstown,Adriana Des Mottes,Win,9,Lose,TRUE
35918,398,Tipster D1,09/02/2015,Catterick,Benzanno,Win,7.5,Lose,TRUE
35919,399,Tipster D1,09/02/2015,Wolverhampton,Perfect Cracker,Win,9,Lose,TRUE
35920,400,Tipster D1,09/02/2015,Wolverhampton,Genax,Each Way,15,Lose,TRUE
35921,401,Tipster D1,09/02/2015,Wolverhampton,Just Rubie,Each Way,23,Win,TRUE
35922,402,Tipster D1,11/02/2015,Kempton,Angelena Balerina,Each Way,26,Lose,TRUE
35923,403,Tipster D1,11/02/2015,Kempton,Dandy,Each Way,21,Lose,TRUE
35924,404,Tipster D1,11/02/2015,Kempton,Kakapuka,Win,11,Lose,TRUE
35925,405,Tipster D1,11/02/2015,Kempton,See No Ships,Each Way,26,Lose,TRUE
35926,406,Tipster D1,11/02/2015,Kempton,Invigilator,Each Way,21,Lose,TRUE
35927,407,Tipster D1,12/02/2015,Fontwell,Cinematique,Each Way,34,Lose,TRUE
35928,408,Tipster D1,12/02/2015,Chelmsford,Tartan Trip,Win,6,Lose,TRUE
35929,409,Tipster D1,12/02/2015,Chelmsford,Tartan Trip,Win,5,Lose,TRUE
35930,410,Tipster D1,12/02/2015,Chelmsford,Steel City Boy,Each Way,21,Win,TRUE
35931,411,Tipster D1,12/02/2015,Chelmsford,Saved My Bacon,Win,6,Lose,TRUE
35932,412,Tipster D1,13/02/2015,Lingfield,Island Express,Each Way,101,Win,TRUE
35933,413,Tipster D1,13/02/2015,Lingfield,Upavon,Win,11,Lose,TRUE
35934,414,Tipster D1,13/02/2015,Lingfield,Maison Brillet,Win,6,Lose,TRUE
35935,415,Tipster D1,13/02/2015,Lingfield,Lindart,Win,10,Lose,TRUE
35936,416,Tipster D1,13/02/2015,Wolverhampton,Penalty Scorer,Win,18.5,Lose,TRUE
35937,417,Tipster D1,14/02/2015,Wincanton,Friendly Society,Win,14.3,Lose,TRUE
35938,418,Tipster D1,14/02/2015,Haydock,Lie Forrit,Win,15,Win,TRUE
35939,419,Tipster D1,14/02/2015,Haydock,Bell Weir,Each Way,41,Lose,TRUE
35940,420,Tipster D1,14/02/2015,Lingfield,Tigers Tale,Win,8,Lose,TRUE
35941,421,Tipster D1,14/02/2015,Lingfield,Gigawatt,Win,5.5,Lose,TRUE
35942,422,Tipster D1,15/02/2015,Market Rasen,The Banastoir,Each Way,15,Lose,TRUE
35943,423,Tipster D1,15/02/2015,Market Rasen,Fromthetop,Win,6,Lose,TRUE
35944,424,Tipster D1,16/02/2015,Hamilton,Champagne Ransom,Each Way,26,Lose,TRUE
35945,425,Tipster D1,16/02/2015,Hamilton,Champagne Ransom,Each Way,15,Lose,TRUE
35946,426,Tipster D1,16/02/2015,Wolverhampton,Massamah,Win,9,Lose,TRUE
35947,427,Tipster D1,16/02/2015,Wolverhampton,Claraty,Win,13,Lose,TRUE
35948,428,Tipster D1,17/02/2015,Wolverhampton,Lutine Charlie,Win,17,Lose,TRUE
35949,429,Tipster D1,17/02/2015,Wolverhampton,Dialogue,Win,13,Lose,TRUE
35950,430,Tipster D1,17/02/2015,Taunton,Don`t Panic,Win,17,Lose,TRUE
35951,431,Tipster D1,17/02/2015,Wolverhampton,Logans Lad,Win,10,Lose,TRUE
35952,432,Tipster D1,17/02/2015,Wolverhampton,More Drama,Win,7,Lose,TRUE
35953,433,Tipster D1,18/02/2015,Lingfield,Spowarticus,Win,8,Lose,TRUE
35954,434,Tipster D1,18/02/2015,Lingfield,Jersey Bull,Win,7.5,Lose,TRUE
35955,435,Tipster D1,18/02/2015,Kempton,Archie`s Advice,Win,7,Lose,TRUE
35956,436,Tipster D1,18/02/2015,Kempton,Triple Chocolate,Win,11,Win,TRUE
35957,437,Tipster D1,18/02/2015,Kempton,Berwin,Win,11,Lose,TRUE
35958,438,Tipster D1,19/02/2015,Chelmsford,My Anchor,Win,13,Lose,TRUE
35959,439,Tipster D1,19/02/2015,Chelmsford,Cadeaux Pearl,Win,13,Lose,TRUE
35960,440,Tipster D1,19/02/2015,Chelmsford,Chandrayaan,Each Way,34,Lose,TRUE
35961,441,Tipster D1,20/02/2015,Lingfield,Saskia`s Dream,Win,9,Lose,TRUE
35962,442,Tipster D1,20/02/2015,Lingfield,Nimble Kimble,Each Way,34,Lose,TRUE
35963,443,Tipster D1,20/02/2015,Lingfield,Nimble Kimble,Each Way,34,Lose,TRUE
35964,444,Tipster D1,20/02/2015,Wolverhampton,Ability And Delivery,Win,6,Lose,TRUE
35965,445,Tipster D1,20/02/2015,Wolverhampton,Your Gifted,Win,9,Lose,TRUE
35966,446,Tipster D1,20/02/2015,Wolverhampton,Patriotic,Win,6.5,Lose,TRUE
35967,447,Tipster D1,21/02/2015,Lingfield,Until Midnight,Win,8,Lose,TRUE
35968,448,Tipster D1,21/02/2015,Lingfield,Grey Mirage,Win,8,Lose,TRUE
35969,449,Tipster D1,21/02/2015,Lingfield,Caminel,Win,7,Lose,TRUE
35970,450,Tipster D1,21/02/2015,Lingfield,Searchlight,Win,8,Lose,TRUE
35971,451,Tipster D1,21/02/2015,Lingfield,Hopes N Dreams,Win,9,Lose,TRUE
35972,452,Tipster D1,22/02/2015,Naas,Daljyan,Win,26,Lose,TRUE
35973,453,Tipster D1,22/02/2015,Naas,Sir Harry Cash,Win,15,Lose,TRUE
35974,454,Tipster D1,22/02/2015,SouthWell,Andreo Bambaleo,Win,15,Lose,TRUE
35975,455,Tipster D1,22/02/2015,Hamilton,Fahamore,Win,17,Lose,TRUE
35976,456,Tipster D1,23/02/2015,Wolverhampton,Triple Dream,Win,11,Lose,TRUE
35977,457,Tipster D1,23/02/2015,Wolverhampton,Penalty Scorer,Win,30,Lose,TRUE
35978,458,Tipster D1,23/02/2015,Wolverhampton,Stenid,Win,17,Lose,TRUE
35979,459,Tipster D1,23/02/2015,Wolverhampton,Tizlove Regardless,Win,8,Lose,TRUE
35980,460,Tipster D1,23/02/2015,Keeneland,Keene`s Pointe,Win,10,Lose,TRUE
35981,461,Tipster D1,24/02/2015,Lingfield,Miss Giler,Win,21,Lose,TRUE
35982,462,Tipster D1,24/02/2015,Lingfield,Divine Rule,Win,9,Lose,TRUE
35983,463,Tipster D1,24/02/2015,Lingfield,Lord Of The Storm,Win,15,Lose,TRUE
35984,464,Tipster D1,24/02/2015,Lingfield,Guards Chapel,Win,9.5,Win,TRUE
35985,465,Tipster D1,24/02/2015,Lingfield,Heavens Above,Win,12,Lose,TRUE
35986,466,Tipster D1,25/02/2015,Kempton,Hierarch,Win,5.56,Lose,TRUE
35987,467,Tipster D1,25/02/2015,Kempton,Puzzle Time,Win,6,Lose,TRUE
35988,468,Tipster D1,25/02/2015,Aintree,Saint Helena,Win,11.7,Lose,TRUE
35989,469,Tipster D1,25/02/2015,Kempton,Stellarta,Win,9,Win,TRUE
35990,470,Tipster D1,25/02/2015,Kempton,St Pauls Square,Win,11,Lose,TRUE
35991,471,Tipster D1,26/02/2015,SouthWell,Al Muheer,Win,17,Win,TRUE
35992,472,Tipster D1,26/02/2015,Chelmsford,Retro Valley,Win,12,Lose,TRUE
35993,473,Tipster D1,26/02/2015,Chelmsford,Mr Red Clubs,Win,10,Lose,TRUE
35994,474,Tipster D1,26/02/2015,Chelmsford,Noguchi,Win,15,Lose,TRUE
35995,475,Tipster D1,26/02/2015,Chelmsford,Salvatore Fury,Win,13,Lose,TRUE
35996,476,Tipster D1,27/02/2015,Lingfield,Chefchaosuan,Win,17,Lose,TRUE
35997,477,Tipster D1,27/02/2015,Lingfield,Bertie Blu Boy,Win,14.1,Lose,TRUE
35998,478,Tipster D1,27/02/2015,Wolverhampton,Mazij,Win,15,Lose,TRUE
35999,479,Tipster D1,27/02/2015,Wolverhampton,Bute Hall,Win,26,Lose,TRUE
36000,480,Tipster D1,27/02/2015,Wolverhampton,Noble Gift,Win,15,Lose,TRUE
36001,481,Tipster D1,28/02/2015,Newbury,Wily Fox,Win,26,Lose,TRUE
36002,482,Tipster D1,28/02/2015,Lingfield,Lutine Charlie,Win,21,Lose,TRUE
36003,483,Tipster D1,28/02/2015,Lingfield,Verse Of Love,Win,20,Lose,TRUE
36004,484,Tipster D1,28/02/2015,Doncaster,Caulfields Venture,Win,21,Lose,TRUE
36005,485,Tipster D1,28/02/2015,Lingfield,Diamond Charlie,Win,17.5,Lose,TRUE
36006,486,Tipster D1,02/03/2015,Wolverhampton,Bogsnog,Each Way,15,Lose,TRUE
36007,487,Tipster D1,02/03/2015,Wolverhampton,Boogangoo,Win,7,Lose,TRUE
36008,488,Tipster D1,03/03/2015,SouthWell,Kung Hei Fat Choy,Win,11,Win,TRUE
36009,489,Tipster D1,03/03/2015,SouthWell,Sir Geoffrey,Each Way,15,Win,TRUE
36010,490,Tipster D1,04/03/2015,Lingfield,Berwin,Each Way,21,Lose,TRUE
36011,491,Tipster D1,04/03/2015,Kempton,Caledonia Laird,Win,9,Lose,TRUE
36012,492,Tipster D1,04/03/2015,Kempton,Fire King,Each Way,21,Lose,TRUE
36013,493,Tipster D1,04/03/2015,Kempton,Rise To Glory,Each Way,17,Lose,TRUE
36014,494,Tipster D1,05/03/2015,SouthWell,Quickaswecan,Each Way,26,Lose,TRUE
36015,495,Tipster D1,05/03/2015,SouthWell,Al Muheer,Win,4.33,Lose,TRUE
36016,496,Tipster D1,05/03/2015,Chelmsford,Iseemist,Each Way,21,Lose,TRUE
36017,497,Tipster D1,06/03/2015,Wolverhampton,Rylee Mooch,Win,5.66,Lose,TRUE
36018,498,Tipster D1,06/03/2015,Wolverhampton,Gold Chain,Each Way,26,Lose,TRUE
36019,499,Tipster D1,06/03/2015,Kempton,Focail Mear,Win,10.5,Win,TRUE
36020,500,Tipster D1,06/03/2015,Wolverhampton,Monsieur Chabal,Win,10,Lose,TRUE
36021,501,Tipster D1,06/03/2015,Wolverhampton,Mica Mika,Win,17,Lose,TRUE
36022,502,Tipster D1,07/03/2015,Meydan,Banaadeer,Each Way,13,Lose,TRUE
36023,503,Tipster D1,07/03/2015,Wolverhampton,Baddilini,Each Way,26,Lose,TRUE
36024,504,Tipster D1,07/03/2015,Sandown,Chieftans Choice,Each Way,19,Lose,TRUE
36025,505,Tipster D1,07/03/2015,Sandown,Colour Of The Wind,Each Way,34,Lose,TRUE
36026,506,Tipster D1,07/03/2015,Wolverhampton,Tarooq,Each Way,26,Win,TRUE
36027,507,Tipster D1,08/03/2015,Warwick,Seas Of Green,Each Way,29,Win,TRUE
36028,508,Tipster D1,08/03/2015,Naas,Pink Coat,Win,7,Lose,TRUE
36029,509,Tipster D1,08/03/2015,Clonmel,Clonard Lad,Each Way,29,Lose,TRUE
36030,510,Tipster D1,08/03/2015,Carlisle,Carli King,Each Way,41,Win,TRUE
36031,511,Tipster D1,08/03/2015,Warwick,Easydoesit,Win,13,Lose,TRUE
36032,512,Tipster D1,10/03/2015,Cheltenham,Shaneshill,Each Way,13,Win,TRUE
36033,513,Tipster D1,10/03/2015,Cheltenham,Josses Hill,Each Way,15,Win,TRUE
36034,514,Tipster D1,10/03/2015,Cheltenham,L` Unique,Each Way,21,Lose,TRUE
36035,515,Tipster D1,10/03/2015,Cheltenham,Theatre Queen,Each Way,34,Lose,TRUE
36036,516,Tipster D1,10/03/2015,Wolverhampton,Smalljohn,Each Way,15,Lose,TRUE
36037,517,Tipster D1,11/03/2015,Cheltenham,Lac Fontana,Each Way,21,Lose,TRUE
36038,518,Tipster D1,11/03/2015,Cheltenham,Sire Collonges,Win,8.5,Lose,TRUE
36039,519,Tipster D1,11/03/2015,Cheltenham,All Yours,Win,13,Lose,TRUE
36040,520,Tipster D1,11/03/2015,Cheltenham,Bay Of Freedom,Each Way,81,Lose,TRUE
36041,521,Tipster D1,11/03/2015,Kempton,Desert Strike,Win,13,Win,TRUE
36042,522,Tipster D1,12/03/2015,Cheltenham,Big Easy,Each Way,13,Lose,TRUE
36043,523,Tipster D1,12/03/2015,Cheltenham,Taquin Du Seuil,Each Way,15,Lose,TRUE
36044,524,Tipster D1,12/03/2015,Cheltenham,Jetson,Each Way,17,Lose,TRUE
36045,525,Tipster D1,12/03/2015,Cheltenham,Caid Du Berlais,Each Way,17,Lose,TRUE
36046,526,Tipster D1,12/03/2015,Cheltenham,Guess Again,Each Way,30,Lose,TRUE
36047,527,Tipster D1,13/03/2015,Cheltenham,Violet Dancer,Each Way,26,Lose,TRUE
36048,528,Tipster D1,13/03/2015,Cheltenham,Definitly Red,Each Way,26,Lose,TRUE
36049,529,Tipster D1,13/03/2015,Cheltenham,Holywell,Win,15,Lose,TRUE
36050,530,Tipster D1,13/03/2015,Cheltenham,Universal Soldier,Each Way,23,Lose,TRUE
36051,531,Tipster D1,13/03/2015,Cheltenham,Eastlake,Win,15,Lose,TRUE
36052,532,Tipster D1,14/03/2015,Lingfield,Burnt Sugar,Win,7.5,Lose,TRUE
36053,533,Tipster D1,14/03/2015,Lingfield,Cloudscape,Win,8,Lose,TRUE
36054,534,Tipster D1,14/03/2015,Lingfield,Masamah,Each Way,11,Lose,TRUE
36055,535,Tipster D1,14/03/2015,Wolverhampton,Spes Nostra,Win,8,Lose,TRUE
36056,536,Tipster D1,14/03/2015,Wolverhampton,Tango Sky,Win,5.5,Lose,TRUE
36057,537,Tipster D1,16/03/2015,SouthWell,Therighttime,Each Way,21,Lose,TRUE
36058,538,Tipster D1,16/03/2015,SouthWell,Polstar,Each Way,26,Lose,TRUE
36059,539,Tipster D1,17/03/2015,Exeter,Legion D`honneur,Each Way,17,Win,TRUE
36060,540,Tipster D1,17/03/2015,Wetherby,Valesia,Each Way,41,Lose,TRUE
36061,541,Tipster D1,17/03/2015,Wetherby,Quite Sparky,Each Way,41,Lose,TRUE
36062,542,Tipster D1,17/03/2015,Wetherby,Next High,Each Way,23,Lose,TRUE
36063,543,Tipster D1,17/03/2015,Wetherby,Dibble Bridge,Each Way,41,Lose,TRUE
36064,544,Tipster D1,18/03/2015,Chelmsford,Avidly,Each Way,15,Lose,TRUE
36065,545,Tipster D1,18/03/2015,Chelmsford,Veeraya,Each Way,17,Lose,TRUE
36066,546,Tipster D1,18/03/2015,Kempton,Jackpot,Each Way,34,Lose,TRUE
36067,547,Tipster D1,18/03/2015,Kempton,New Leyf,Win,18.6,Lose,TRUE
36068,548,Tipster D1,18/03/2015,Kempton,Douneedahand,Each Way,26,Win,TRUE
36069,549,Tipster D1,19/03/2015,Wolverhampton,Mr Mo Jo,Each Way,21,Lose,TRUE
36070,550,Tipster D1,20/03/2015,Lingfield,Bertie Blu Boy,Win,13,Lose,TRUE
36071,551,Tipster D1,20/03/2015,Wolverhampton,Invincible Ridge,Win,9,Lose,TRUE
36072,552,Tipster D1,21/03/2015,Newbury,One Term,Each Way,34,Lose,TRUE
36073,553,Tipster D1,21/03/2015,Newbury,Kilronan High,Each Way,34,Lose,TRUE
36074,554,Tipster D1,21/03/2015,Newbury,Ballyhollow,Each Way,29,Lose,TRUE
36075,555,Tipster D1,21/03/2015,Newbury,Imperial Circus,Each Way,13,Lose,TRUE
36076,556,Tipster D1,21/03/2015,Newbury,Bishop Wulstan,Each Way,26,Lose,TRUE
36077,557,Tipster D1,22/03/2015,Wincanton,Mistress Mole,Win,7.5,Lose,TRUE
36078,558,Tipster D1,22/03/2015,Wincanton,Top Cat Henry,Win,7.5,Lose,TRUE
36079,559,Tipster D1,22/03/2015,Wincanton,Bhakti,Each Way,26,Lose,TRUE
36080,560,Tipster D1,22/03/2015,Market Rasen,Slipper Satin,Each Way,17,Lose,TRUE
36081,561,Tipster D1,22/03/2015,Wincanton,Kavestorm,Each Way,34,Lose,TRUE
36082,562,Tipster D1,23/03/2015,Wolverhampton,Yair Hill,Win,6,Lose,TRUE
36083,563,Tipster D1,23/03/2015,Wolverhampton,Cono Zur,Each Way,29,Lose,TRUE
36084,564,Tipster D1,23/03/2015,Wolverhampton,Hickster,Win,8,Win,TRUE
36085,565,Tipster D1,24/03/2015,Wolverhampton,Mr Mo Jo,Each Way,34,Lose,TRUE
36086,566,Tipster D1,24/03/2015,Wolverhampton,Mr Mo Jo,Each Way,21,Lose,TRUE
36087,567,Tipster D1,25/03/2015,SouthWell,Freud,Each Way,29,Lose,TRUE
36088,568,Tipster D1,25/03/2015,SouthWell,Shirls Son Sam,Each Way,17,Lose,TRUE
36089,569,Tipster D1,25/03/2015,Lingfield,Indus Valley,Win,9,Lose,TRUE
36090,570,Tipster D1,25/03/2015,Kempton,Lucky Di,Win,9,Lose,TRUE
36091,571,Tipster D1,25/03/2015,Kempton,Jersey Bull,Win,13,Lose,TRUE
36092,572,Tipster D1,26/03/2015,Wolverhampton,Sacred Bond,Win,14.8,Lose,TRUE
36093,573,Tipster D1,26/03/2015,Wolverhampton,State Of The Union,Win,23,Lose,TRUE
36094,574,Tipster D1,26/03/2015,Wolverhampton,Love Marmalade,Win,17,Lose,TRUE
36095,575,Tipster D1,26/03/2015,Wolverhampton,Pipers Piping,Win,23,Lose,TRUE
36096,576,Tipster D1,26/03/2015,Chelmsford,Berti Blue Boy,Win,13,Win,TRUE
36097,577,Tipster D1,27/03/2015,Lingfield,Boogangoo,Win,14.6,Lose,TRUE
36098,578,Tipster D1,27/03/2015,Lingfield,Diamond Charlie,Win,11,Lose,TRUE
36099,579,Tipster D1,27/03/2015,Hamilton,Hamis Al Bin,Win,7,Lose,TRUE
36100,580,Tipster D1,27/03/2015,Wolverhampton,Clever Love,Win,12,Lose,TRUE
36101,581,Tipster D1,27/03/2015,Wolverhampton,For Shia And Lula,Each Way,26,Lose,TRUE
36102,582,Tipster D1,28/03/2015,Doncaster,Le Chat D`or,Each Way,34,Lose,TRUE
36103,583,Tipster D1,28/03/2015,Doncaster,Dance And Dance,Each Way,34,Lose,TRUE
36104,584,Tipster D1,28/03/2015,Doncaster,Ocean Tempest,Each Way,29,Lose,TRUE
36105,585,Tipster D1,28/03/2015,Doncaster,Bronze Angel,Each Way,26,Lose,TRUE
36106,586,Tipster D1,28/03/2015,Doncaster,Red Avenger,Each Way,21,Lose,TRUE
36107,587,Tipster D1,28/03/2015,Chelmsford,Red Avenger,Win,7.5,Lose,TRUE
36108,588,Tipster D1,29/03/2015,Doncaster,Dubai Dynamo,Win,26,Lose,TRUE
36109,589,Tipster D1,29/03/2015,Doncaster,Barkston Ash,Win,39,Lose,TRUE
36110,590,Tipster D1,29/03/2015,Curragh,Canary Row,Win,20,Lose,TRUE
36111,591,Tipster D1,29/03/2015,Doncaster,Sweet Martoni,Win,21,Lose,TRUE
36112,592,Tipster D1,29/03/2015,Doncaster,Frosty Berry,Win,30,Lose,TRUE
36113,593,Tipster D1,30/03/2015,Kempton,Cry Fury,Win,8,Lose,TRUE
36114,594,Tipster D1,30/03/2015,Kempton,Brinestine,Win,34,Lose,TRUE
36115,595,Tipster D1,31/03/2015,SouthWell,Misu Mac,Win,101,Win,TRUE
36116,596,Tipster D1,31/03/2015,SouthWell,Exotic Guest,Win,26,Lose,TRUE
36117,597,Tipster D1,31/03/2015,SouthWell,Yasir,Win,26,Lose,TRUE
36118,598,Tipster D1,31/03/2015,Southwell,Amenable,Win,21,Lose,TRUE
36119,599,Tipster D1,31/03/2015,SouthWell,Cayjo,Win,51,Lose,TRUE
36120,600,Tipster D1,01/04/2015,Kempton,Courier,Win,25,Lose,TRUE
36121,601,Tipster D1,01/04/2015,Kempton,Devonshire Place,Win,46,Lose,TRUE
36122,602,Tipster D1,01/04/2015,Kempton,Highland Duke,Win,29,Lose,TRUE
36123,603,Tipster D1,01/04/2015,Kempton,Zarawi,Win,42,Lose,TRUE
36124,604,Tipster D1,01/04/2015,Kempton,Fossa,Win,15,Lose,TRUE
36125,605,Tipster D1,02/04/2015,Wolverhampton,Risky Rizkova,Each Way,21,Lose,TRUE
36126,606,Tipster D1,02/04/2015,Wolverhampton,Deftera Fantutte,Each Way,34,Lose,TRUE
36127,607,Tipster D1,02/04/2015,Wolverhampton,Your Gifted,Win,12,Lose,TRUE
36128,608,Tipster D1,03/04/2015,Lingfield,History Book,Win,17,Lose,TRUE
36129,609,Tipster D1,03/04/2015,Lingfield,Boom The Groom,Each Way,34,Lose,TRUE
36130,610,Tipster D1,03/04/2015,Lingfield,Rebellious Guest,Each Way,34,Lose,TRUE
36131,611,Tipster D1,03/04/2015,Lingfield,Mignolino,Each Way,26,Lose,TRUE
36132,612,Tipster D1,03/04/2015,Lingfield,Uramazin,Each Way,29,Lose,TRUE
36133,613,Tipster D1,04/04/2015,Brighton,Brigliadoro,Win,13,Lose,TRUE
36134,614,Tipster D1,04/04/2015,Haydock,Spanish Fleet,Win,21,Lose,TRUE
36135,615,Tipster D1,04/04/2015,Kempton,Nakuti,Win,13,Lose,TRUE
36136,616,Tipster D1,04/04/2015,Haydock,Firebird Flyer,Win,17,Lose,TRUE
36137,617,Tipster D1,04/04/2015,Kempton,George Guru,Win,13,Lose,TRUE
36138,618,Tipster D1,05/04/2015,Plumpton,Up Four It,Each Way,67,Lose,TRUE
36139,619,Tipster D1,05/04/2015,Plumpton,That`s Ben,Win,29,Win,TRUE
36140,620,Tipster D1,05/04/2015,Musselburgh,Scrapper Smith,Each Way,41,Lose,TRUE
36141,621,Tipster D1,05/04/2015,Plumpton,Song Light,Win,21,Lose,TRUE
36142,622,Tipster D1,05/04/2015,Plumpton,The Selector,Win,21,Lose,TRUE
36143,623,Tipster D1,06/04/2015,Wolverhampton,Storm Lightning,Win,17,Lose,TRUE
36144,624,Tipster D1,06/04/2015,Wolverhampton,Cafe Caprice,Win,14.3,Lose,TRUE
36145,625,Tipster D1,06/04/2015,Redcar,Illustrious Prince,Each Way,21,Lose,TRUE
36146,626,Tipster D1,06/04/2015,Redcar,Red Palladin,Win,17,Lose,TRUE
36147,627,Tipster D1,06/04/2015,Plumpton,Lord Aldervale,Win,21,Lose,TRUE
36148,628,Tipster D1,07/04/2015,Pontefract,I`m Super Too,Win,18,Lose,TRUE
36149,629,Tipster D1,08/04/2015,Kempton,Katmai River,Win,15.6,Lose,TRUE
36150,630,Tipster D1,09/04/2015,Aintree,Ballynagour,Win,56,Lose,TRUE
36151,631,Tipster D1,09/04/2015,Aintree,Neverownup,Each Way,34,Lose,TRUE
36152,632,Tipster D1,09/04/2015,Aintree,Bellenos,Win,21,Lose,TRUE
36153,633,Tipster D1,09/04/2015,Aintree,Land Of Vic,Each Way,34,Lose,TRUE
36154,634,Tipster D1,09/04/2015,SouthWell,Senora Lobo,Win,19,Lose,TRUE
36155,635,Tipster D1,10/04/2015,Wolverhampton,Rusty Rocket,Win,17,Lose,TRUE
36156,636,Tipster D1,10/04/2015,Wolverhampton,Hardy Black,Win,21,Lose,TRUE
36157,637,Tipster D1,10/04/2015,Wolverhampton,Al`s Memory,Win,19,Lose,TRUE
36158,638,Tipster D1,11/04/2015,Aintree,Sizing Granite,Win,7,Win,TRUE
36159,639,Tipster D1,11/04/2015,Newcastle,Barkston Ash,Win,26,Lose,TRUE
36160,640,Tipster D1,11/04/2015,Aintree,Chance Du Roy,Each Way,51,Lose,TRUE
36161,641,Tipster D1,11/04/2015,Aintree,Gas Line Boy,Each Way,126,Lose,TRUE
36162,642,Tipster D1,11/04/2015,Aintree,Unioniste,Win,38,Lose,TRUE
36163,643,Tipster D1,11/04/2015,Lingfield,Ishiamber,Win,19.4,Lose,TRUE
36164,644,Tipster D1,12/04/2015,Market Rasen,Superior Fire,Win,10,Lose,TRUE
36165,645,Tipster D1,12/04/2015,Ffos Las,Fabreaga,Win,12,Lose,TRUE
36166,646,Tipster D1,12/04/2015,Ffos Las,Golden Milan,Win,7.5,Lose,TRUE
36167,647,Tipster D1,12/04/2015,Leopardstown,Third Dimension,Win,6,Lose,TRUE
36168,648,Tipster D1,12/04/2015,Ffos Las,Aurillac,Win,6.5,Lose,TRUE
36169,649,Tipster D1,13/04/2015,Windsor,Moydin,Each Way,34,Lose,TRUE
36170,650,Tipster D1,13/04/2015,Redcar,Mr Mo Jo,Win,15,Lose,TRUE
36171,651,Tipster D1,13/04/2015,Windsor,Begger`s Luck,Each Way,27,Lose,TRUE
36172,652,Tipster D1,13/04/2015,Redcar,Ishikawa,Win,24,Lose,TRUE
36173,653,Tipster D1,13/04/2015,Redcar,Not Again,Each Way,51,Lose,TRUE
36174,654,Tipster D1,14/04/2015,SouthWell,Misu Mac,Win,8,Win,TRUE
36175,655,Tipster D1,14/04/2015,Carlisle,Tomorrows Legend,Each Way,19,Lose,TRUE
36176,656,Tipster D1,14/04/2015,SouthWell,Alpha Tauri,Each Way,26,Lose,TRUE
36177,657,Tipster D1,15/04/2015,Newmarket,Heartbreak Hero,Win,8,Lose,TRUE
36178,658,Tipster D1,15/04/2015,Beverley,Long Awaited,Win,11,Lose,TRUE
36179,659,Tipster D1,15/04/2015,Newmarket,Osaila,Win,6,Win,TRUE
36180,660,Tipster D1,15/04/2015,Newmarket,Nigel,Each Way,21,Lose,TRUE
36181,661,Tipster D1,15/04/2015,Kempton,George Guru,Win,12,Lose,TRUE
36182,662,Tipster D1,16/04/2015,Ripon,Dutch Breeze,Win,15,Lose,TRUE
36183,663,Tipster D1,16/04/2015,Ripon,San Cassiano,Each Way,41,Lose,TRUE
36184,664,Tipster D1,16/04/2015,Ripon,The Jackpot,Win,21,Lose,TRUE
36185,665,Tipster D1,16/04/2015,Newmarket,Rivellino,Each Way,21,Lose,TRUE
36186,666,Tipster D1,16/04/2015,Ripon,Ambitious Icarus,Win,15,Lose,TRUE
36187,667,Tipster D1,17/04/2015,Newbury,Vesnina,Win,17.1,Lose,TRUE
36188,668,Tipster D1,17/04/2015,Newbury,Free Running,Each Way,51,Lose,TRUE
36189,669,Tipster D1,17/04/2015,Newbury,See And Be Seen,Win,12,Lose,TRUE
36190,670,Tipster D1,18/04/2015,Newbury,Jack Of Diamonds,Win,26,Lose,TRUE
36191,671,Tipster D1,18/04/2015,Newbury,Highland Duke,Win,26,Lose,TRUE
36192,672,Tipster D1,18/04/2015,Newbury,Ayaar,Win,15,Win,TRUE
36193,673,Tipster D1,18/04/2015,Newbury,Red Avenger,Win,28,Lose,TRUE
36194,674,Tipster D1,18/04/2015,Ayr,Summery Justice,Each Way,51,Lose,TRUE
36195,675,Tipster D1,19/04/2015,Wincanton,Ede`s The Business,Each Way,34,Lose,TRUE
36196,676,Tipster D1,19/04/2015,Curragh,In Salutem,Win,15,Win,TRUE
36197,677,Tipster D1,19/04/2015,Stratford,Cosway Spirit,Win,6,Lose,TRUE
36198,678,Tipster D1,19/04/2015,Curragh,Piri Wango,Each Way,34,Win,TRUE
36199,679,Tipster D1,19/04/2015,Curragh,Princess Pearlita,Win,8,Lose,TRUE
36200,680,Tipster D1,20/04/2015,Pontefract,Kiwi Bay,Win,13,Lose,TRUE
36201,681,Tipster D1,20/04/2015,Pontefract,Sunraider,Each Way,21,Lose,TRUE
36202,682,Tipster D1,20/04/2015,Windsor,Alaskan Phantom,Win,10,Lose,TRUE
36203,683,Tipster D1,20/04/2015,Windsor,Archilles,Each Way,21,Lose,TRUE
36204,684,Tipster D1,20/04/2015,Windsor,Iseemist,Each Way,17,Win,TRUE
36205,685,Tipster D1,21/04/2015,Auteuil,Italian Beauty,Each Way,21,Lose,TRUE
36206,686,Tipster D1,21/04/2015,Kempton,Little Big Man,Each Way,21,Lose,TRUE
